CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1439799,Maidenhair Tree,Ginkgo biloba,Ginkgo,Ginkgoaceae,2.0,2009.0,20/10/2009,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.79455232869347, 144.92537593594102)",-37.79455232869347,144.92537593594102,317336.54,5814952.27
1359376,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,21.0,2009.0,04/07/2009,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.81221519177172, 144.94558458921574)",-37.81221519177172,144.94558458921574,319159.13,5813031.6
1288809,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.77785888521237, 144.95171306695565)",-37.77785888521237,144.95171306695562,319615.09,5816855.83
1054125,Black She Oak,Allocasuarina littoralis,Allocasuarina,Casuarinaceae,54.0,1999.0,15/01/1999,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.78764869157539, 144.94997474501838)",-37.78764869157539,144.94997474501838,319485.81,5815766.14
1546610,Port Jackson or Rusty Fig,Ficus rubiginosa,Ficus,Moraceae,,2013.0,30/07/2013,,,,,Street,24/08/2019,"(-37.79614656728574, 144.92234828942446)",-37.796146567285746,144.92234828942446,317073.87,5814769.44
1037548,English Elm,Ulmus procera,Ulmus,Ulmaceae,84.0,1998.0,30/10/1998,Over-mature,6-10 years (>50% canopy),10.0,,Park,24/08/2019,"(-37.802921143851385, 144.9662544918503)",-37.802921143851385,144.96625449185032,320956.35,5814102.74
1047609,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/11/1998,,,,,Park,24/08/2019,"(-37.79085273530343, 144.94481432246405)",-37.79085273530343,144.94481432246403,319039.18,5815400.62
1049460,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,16/12/1998,,,,,Park,24/08/2019,"(-37.790652920227394, 144.9445289231264)",-37.79065292022739,144.9445289231264,319013.56,5815422.24
1766484,Kurrajong,Brachychiton populneus,Brachychiton,Malvaceae,,2019.0,08/07/2019,,,,,Park,24/08/2019,"(-37.79574543219993, 144.91611944184325)",-37.79574543219993,144.91611944184325,316524.4,5814801.74
1552879,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,2013.0,01/10/2013,,,,,Park,24/08/2019,"(-37.78108435514297, 144.9514730121637)",-37.78108435514297,144.9514730121637,319601.79,5816497.45
1640123,European nettle tree,Celtis australis,Celtis,Cannabaceae,,2016.0,27/09/2016,,,,,Street,24/08/2019,"(-37.7944816780573, 144.9735880556383)",-37.7944816780573,144.97358805563832,321581.73,5815053.26
1552904,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2013.0,01/10/2013,,,,,Park,24/08/2019,"(-37.77929001558938, 144.9558299548713)",-37.77929001558938,144.95582995487132,319981.16,5816704.96
1358001,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,17.0,2009.0,27/03/2009,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.80816586880569, 144.95362268609748)",-37.80816586880569,144.95362268609748,319856.92,5813496.47
1564767,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,,2014.0,21/07/2014,,,,,Park,24/08/2019,"(-37.79836435784475, 144.92057181422697)",-37.79836435784475,144.92057181422697,316922.92,5814519.86
1285821,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,35.0,,,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.79188155632978, 144.96122127286674)",-37.79188155632978,144.96122127286674,320486.47,5815318.1
1674898,Simon Poplar,Populus simonii,Populus,Salicaceae,,2017.0,26/09/2017,,,,,Street,24/08/2019,"(-37.8061830727207, 144.94226992213729)",-37.80618307272071,144.94226992213729,318852.58,5813694.54
1743136,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2018.0,11/07/2018,,,,,Park,24/08/2019,"(-37.80206111286534, 144.91833087239556)",-37.802061112865346,144.91833087239556,316734.74,5814105.25
1735334,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2018.0,22/05/2018,,,,,Street,24/08/2019,"(-37.80229239287833, 144.92081213834948)",-37.80229239287833,144.92081213834948,316953.78,5814084.45
1583005,`Rosea¿ Red Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,,2015.0,01/06/2015,,,,,Park,24/08/2019,"(-37.794769371548675, 144.97058094268823)",-37.79476937154868,144.97058094268826,321317.63,5815015.59
1523173,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2012.0,27/04/2012,,,,,Street,24/08/2019,"(-37.800225309665656, 144.91157534427177)",-37.800225309665656,144.91157534427177,316135.38,5814295.69
1456241,Norwegian Sunset Maple,Acer truncatum x A. platanoides,Acer,Sapindaceae,2.0,2010.0,14/09/2010,New,31-60 years,60.0,,Street,24/08/2019,"(-37.81408117437483, 144.9861282450289)",-37.81408117437483,144.9861282450289,322732.84,5812902.26
1492416,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2011.0,15/08/2011,,,,,Street,24/08/2019,"(-37.783259390526695, 144.94632128382483)",-37.783259390526695,144.94632128382486,319153.37,5816246.14
1031484,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,17.0,1900.0,02/01/2000,Semi-Mature,<1 year,1.0,,Street,24/08/2019,"(-37.827077861922184, 144.9570033082172)",-37.82707786192217,144.9570033082172,320200.45,5811404.39
1027396,Elm,Ulmus unknown,Ulmus,Ulmaceae,90.0,1900.0,02/01/2000,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.82559798293273, 144.98848587700653)",-37.82559798293273,144.98848587700653,322967.91,5811628.76
1604927,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,2015.0,25/08/2015,,,,,Park,24/08/2019,"(-37.79537404917063, 144.95227043061323)",-37.79537404917063,144.95227043061325,319706.76,5814913.32
1033507,Deodar,Cedrus deodara,Cedrus,Pinaceae,67.0,1998.0,17/09/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.82396037891934, 144.97651699795864)",-37.823960378919345,144.9765169979586,321910.49,5811787.72
1063275,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,7.0,2000.0,01/01/2000,Juvenile,61+ years,80.0,,Park,24/08/2019,"(-37.79931122302513, 144.94281987439632)",-37.79931122302513,144.9428198743963,318884.21,5814458.15
1517725,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2012.0,26/10/2012,,,,,Street,24/08/2019,"(-37.82317972081033, 144.90887028810045)",-37.82317972081033,144.90887028810045,315954.22,5811743.18
1524714,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78748776229906, 144.9473113684359)",-37.78748776229906,144.9473113684359,319250.87,5815778.85
1016327,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,17.0,1997.0,10/06/1997,Semi-Mature,6-10 years (<50% canopy),10.0,,Street,24/08/2019,"(-37.80359086227546, 144.95444691700627)",-37.80359086227546,144.9544469170063,319918.37,5814005.73
1040964,Elm,Ulmus unknown,Ulmus,Ulmaceae,20.0,1998.0,11/11/1998,Semi-Mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.78507092646024, 144.9638068630274)",-37.78507092646024,144.9638068630274,320697.69,5816078.81
1019602,Simon Poplar,Populus simonii,Populus,Salicaceae,40.0,1997.0,28/10/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79674084243288, 144.95561995759573)",-37.79674084243288,144.9556199575957,320005.02,5814768.11
1033171,Bangalay,Eucalyptus botryoides,Eucalyptus,Myrtaceae,103.0,1900.0,02/01/2000,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.822624587188514, 144.9729609779509)",-37.82262458718851,144.9729609779509,321594.27,5811929.16
1044506,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,,1998.0,26/11/1998,,,,,Park,24/08/2019,"(-37.790079816164365, 144.95077842429325)",-37.790079816164365,144.95077842429325,319562.5,5815497.92
1743397,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,,2018.0,16/08/2018,,,,,Park,24/08/2019,"(-37.82891760381065, 144.98641128093456)",-37.82891760381065,144.98641128093456,322793.25,5811256.46
